date,up_rain_sum,stage_mean,stage_max,up_rain_prev1,up_rain_prev3,up_rain_prev7,stage_max_prev1,stage_mean_prev1,is_flood,gurd_rain,gurd_rain_prev1,gurd_rain_prev3,gurd_rain_prev7
2021-01-14,0.0,348.74552380952383,349.436,0.0,3.106301870000007,10.274331739,349.045,348.9785677083334,False,0.0,0.0,0.0,0.0
2021-01-15,0.0,348.8930416666667,348.992,0.0,2.9764071900000073,8.045848643,349.436,348.74552380952383,False,0.0,0.0,0.0,0.0
2021-01-16,0.0,348.4830416666667,348.813,0.0,0.0,4.26121719,348.992,348.8930416666667,False,0.0,0.0,0.0,0.0
2021-01-17,0.0,348.62691666666666,348.944,0.0,0.0,3.817999258,348.813,348.4830416666667,False,0.0,0.0,0.0,0.0
2021-01-18,0.0,348.58004166666666,348.604,0.0,0.0,3.1063018700000002,348.944,348.62691666666666,False,0.0,0.0,0.0,0.0
2021-01-19,0.0,348.60725,349.032,0.0,0.0,2.97640719,348.604,348.58004166666666,False,0.0,0.0,0.0,0.0
2021-01-20,0.0,348.453125,348.472,0.0,0.0,0.0,349.032,348.60725,False,0.0,0.0,0.0,0.0
2021-01-21,0.0,348.3748333333333,349.098,0.0,0.0,0.0,348.472,348.453125,False,0.0,0.0,0.0,0.0
2021-01-22,0.0,347.004875,347.023,0.0,0.0,0.0,349.098,348.3748333333333,False,0.0,0.0,0.0,0.0
2021-01-23,0.0,346.97280952380953,346.977,0.0,0.0,0.0,347.023,347.004875,False,0.0,0.0,0.0,0.0
2021-01-24,0.0,346.86592207955687,347.906,0.0,0.0,0.0,346.977,346.97280952380953,False,0.0,0.0,0.0,0.0
2021-01-25,0.0,345.73707955689827,345.9117824773414,0.0,0.0,0.0,347.906,346.86592207955687,False,0.0,0.0,0.0,0.0
2021-05-28,0.0,72.64208333333335,145.2841666666667,0.0,0.0,0.0,345.9117824773414,345.73707955689827,False,0.0,0.0,0.0,0.0
2021-05-29,0.0,316.62156315789474,348.8428,0.0,0.0,0.0,145.2841666666667,72.64208333333335,False,0.0,0.0,0.0,0.0
2021-05-30,0.0,348.92304545454544,349.092,0.0,0.0,0.0,348.8428,316.62156315789474,False,0.0,0.0,0.0,0.0
2021-05-31,0.0,348.68445833333334,349.087,0.0,0.0,0.0,349.092,348.92304545454544,False,0.0,0.0,0.0,0.0
2021-06-01,3.909491949,348.34158333333335,349.054,0.0,0.0,0.0,349.087,348.68445833333334,False,0.0,0.0,0.0,0.0
2021-06-02,0.08132057100000001,349.1178333333333,349.305,3.909491949,3.909491949000007,3.909491949,349.054,348.34158333333335,False,0.0,0.0,0.0,0.0
2021-06-03,0.867308786,348.9373333333333,349.308,0.08132057100000001,3.990812520000007,3.99081252,349.305,349.1178333333333,False,0.0,0.0,0.0,0.0
2021-06-04,15.859304947,348.7223727272727,349.04,0.867308786,4.858121306000007,4.858121306,349.308,348.9373333333333,False,0.0,0.0,0.0,0.0
